Institute,Program,Seat Type,Gender,OR,CR
IIT Hyderabad,Engineering Science (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1342,1342
IIT Hyderabad,Engineering Science (4 Years Bachelor of Technology),OPEN,Gender-Neutral,2225,3272
IIT Hyderabad,Engineering Science (4 Years Bachelor of Technology),OPEN,Female-Only,5901,6682
IIT Hyderabad,Engineering Science (4 Years Bachelor of Technology),SC,Gender-Neutral,875,1558
IIT Hyderabad,Engineering Science (4 Years Bachelor of Technology),SC,Female-Only,1637,1637
IIT Hyderabad,Engineering Science (4 Years Bachelor of Technology),ST,Gender-Neutral,317,662
IIT Hyderabad,Engineering Science (4 Years Bachelor of Technology),ST,Female-Only,672,672
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,409,441
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL,Female-Only,1397,1451
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,39,39
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,153,165
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),GEN-EWS,Female-Only,448,448
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),OPEN,Gender-Neutral,771,1015
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),OPEN,Female-Only,2700,2758
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,59,59
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),SC,Gender-Neutral,169,303
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),SC,Female-Only,911,911
IIT Hyderabad,Mathematics and Computing (4 Years Bachelor of Technology),ST,Gender-Neutral,188,230
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1572,2005
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,2483,4827
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,124P,124P
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,483,759
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1520,1790
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,2837,4443
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,6897,9524
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,181,181
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,804,1187
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),SC,Female-Only,1302,1819
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,177,501
IIT Hyderabad,Mechanical Engineering (4 Years Bachelor of Technology),ST,Female-Only,956,956
IIT Hyderabad,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2630,3429
IIT Hyderabad,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6227,6349
IIT Hyderabad,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1348,1449
IIT Hyderabad,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2518,2518
IIT Hyderabad,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,6084,7604
IIT Hyderabad,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,10359,15504
IIT Hyderabad,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1913,2228
IIT Hyderabad,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),SC,Female-Only,2604,2604
IIT Hyderabad,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,736,858
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,309,380
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL,Female-Only,1039,1039
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL(PwD),Female-Only,89,89
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,105,116
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),GEN-EWS,Female-Only,367,367
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),OPEN,Gender-Neutral,690,861
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),OPEN,Female-Only,2160,2515
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,77,77
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),SC,Gender-Neutral,199,222
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),SC,Female-Only,819,819
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),ST,Gender-Neutral,72,83
IIT Hyderabad,Artificial Intelligence (4 Years Bachelor of Technology),ST,Female-Only,149,149
IIT Hyderabad,Biomedical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3670,4107
IIT Hyderabad,Biomedical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6414,6457
IIT Hyderabad,Biomedical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1564,1567
IIT Hyderabad,Biomedical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2692,2692
IIT Hyderabad,Biomedical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,4950,8376
IIT Hyderabad,Biomedical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,13324,15443
IIT Hyderabad,Biomedical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2346,2495
IIT Hyderabad,Biomedical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,961,1067
IIT Hyderabad,Biomedical Engineering (4 Years Bachelor of Technology),ST,Female-Only,957,957
IIT Hyderabad,Biotechnology and Bioinformatics (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3378,4030
IIT Hyderabad,Biotechnology and Bioinformatics (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6479,6570
IIT Hyderabad,Biotechnology and Bioinformatics (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1403,1451
IIT Hyderabad,Biotechnology and Bioinformatics (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2573,2573
IIT Hyderabad,Biotechnology and Bioinformatics (4 Years Bachelor of Technology),OPEN,Gender-Neutral,5421,9378
IIT Hyderabad,Biotechnology and Bioinformatics (4 Years Bachelor of Technology),OPEN,Female-Only,10909,12925
IIT Hyderabad,Biotechnology and Bioinformatics (4 Years Bachelor of Technology),SC,Gender-Neutral,2079,2417
IIT Hyderabad,Biotechnology and Bioinformatics (4 Years Bachelor of Technology),ST,Gender-Neutral,872,1012
IIT Hyderabad,Biotechnology and Bioinformatics (4 Years Bachelor of Technology),ST,Female-Only,1109,1109
IIT Hyderabad,Computational Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,839,945
IIT Hyderabad,Computational Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,1806,2257
IIT Hyderabad,Computational Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,354,393
IIT Hyderabad,Computational Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,840,840
IIT Hyderabad,Computational Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,1368,1866
IIT Hyderabad,Computational Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,4136,4712
IIT Hyderabad,Computational Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,117P,117P
IIT Hyderabad,Computational Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,609,705
IIT Hyderabad,Computational Engineering (4 Years Bachelor of Technology),SC,Female-Only,1038,1038
IIT Hyderabad,Computational Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,337,378
IIT Hyderabad,Industrial Chemistry (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2965,3992
IIT Hyderabad,Industrial Chemistry (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6337,6401
IIT Hyderabad,Industrial Chemistry (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1523,1694
IIT Hyderabad,Industrial Chemistry (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2923,2923
IIT Hyderabad,Industrial Chemistry (4 Years Bachelor of Technology),OPEN,Gender-Neutral,7757,10043
IIT Hyderabad,Industrial Chemistry (4 Years Bachelor of Technology),OPEN,Female-Only,15962,16983
IIT Hyderabad,Industrial Chemistry (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,166,166
IIT Hyderabad,Industrial Chemistry (4 Years Bachelor of Technology),SC,Gender-Neutral,2440,2572
IIT Hyderabad,Industrial Chemistry (4 Years Bachelor of Technology),SC,Female-Only,3116,3116
IIT Hyderabad,Industrial Chemistry (4 Years Bachelor of Technology),ST,Gender-Neutral,975,1224
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,657,860
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),OBC-NCL,Female-Only,2363,2498
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,77,77
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,274,320
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),GEN-EWS,Female-Only,605,605
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),OPEN,Gender-Neutral,1644,1895
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),OPEN,Female-Only,3778,4071
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,98,98
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),SC,Gender-Neutral,241,441
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),SC,Female-Only,1008,1008
IIT Hyderabad,Electrical Engineering (IC Design and Technology) (4 Years Bachelor of Technology),ST,Gender-Neutral,211,266
IIT Jodhpur,Chemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4077,4490
IIT Jodhpur,Chemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,7281,8275
IIT Jodhpur,Chemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1623,1722
IIT Jodhpur,Chemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3252,3252
IIT Jodhpur,Chemical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,9595,11626
IIT Jodhpur,Chemical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,18850,19522
IIT Jodhpur,Chemical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2461,2691
IIT Jodhpur,Chemical Engineering (4 Years Bachelor of Technology),SC,Female-Only,2615,3739
IIT Jodhpur,Chemical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1210,1250
IIT Jodhpur,Chemical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1713,1713
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,809,1440
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,3290,3668
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,73,73
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,384,456
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,897,897
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,2269,2918
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,5959,7224
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,108,108
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,509,882
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Female-Only,1267,1484
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,299,403
IIT Jodhpur,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Female-Only,584,584
IIT Jodhpur,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2328,3000
IIT Jodhpur,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,4853,6186
IIT Jodhpur,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,765,1066
IIT Jodhpur,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2070,2538
IIT Jodhpur,Electrical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,5270,6824
IIT Jodhpur,Electrical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,9375,14511
IIT Jodhpur,Electrical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1393,1703
IIT Jodhpur,Electrical Engineering (4 Years Bachelor of Technology),SC,Female-Only,3090,3090
IIT Jodhpur,Electrical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,608,791
IIT Jodhpur,Electronics Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1963,2857
IIT Jodhpur,Electronics Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6356,6541
IIT Jodhpur,Electronics Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,941,1019
IIT Jodhpur,Electronics Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2250,2250
IIT Jodhpur,Electronics Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,4392,6228
IIT Jodhpur,Electronics Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,10250,14160
IIT Jodhpur,Electronics Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1362,1839
IIT Jodhpur,Electronics Engineering (4 Years Bachelor of Technology),SC,Female-Only,2925,2925
IIT Jodhpur,Electronics Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,725,892
IIT Jodhpur,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3065,4024
IIT Jodhpur,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6306,7890
IIT Jodhpur,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1355,1594
IIT Jodhpur,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2980,2980
IIT Jodhpur,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,7550,9569
IIT Jodhpur,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,17068,18647
IIT Jodhpur,Mechanical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2088,2334
IIT Jodhpur,Mechanical Engineering (4 Years Bachelor of Technology),SC,Female-Only,3687,3760
IIT Jodhpur,Mechanical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,825,1111
IIT Jodhpur,Mechanical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1393,1393
IIT Jodhpur,Civil and Infrastructure Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3793,4930
IIT Jodhpur,Civil and Infrastructure Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8221,8693
IIT Jodhpur,Civil and Infrastructure Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2153,2228
IIT Jodhpur,Civil and Infrastructure Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3519,3519
IIT Jodhpur,Civil and Infrastructure Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,11662,14301
IIT Jodhpur,Civil and Infrastructure Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,18920,22812
IIT Jodhpur,Civil and Infrastructure Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2563,2744
IIT Jodhpur,Civil and Infrastructure Engineering (4 Years Bachelor of Technology),SC,Female-Only,3516,3516
IIT Jodhpur,Civil and Infrastructure Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,997,1126
IIT Jodhpur,Civil and Infrastructure Engineering (4 Years Bachelor of Technology),ST,Female-Only,1353,1353
IIT Jodhpur,Bio Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,5116,5790
IIT Jodhpur,Bio Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,9342,9578
IIT Jodhpur,Bio Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2289,2371
IIT Jodhpur,Bio Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,13106,15278
IIT Jodhpur,Bio Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,16749,22651
IIT Jodhpur,Bio Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2664,3307
IIT Jodhpur,Bio Engineering (4 Years Bachelor of Technology),SC,Female-Only,4169,4169
IIT Jodhpur,Bio Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1387,1484
IIT Jodhpur,Bio Engineering (4 Years Bachelor of Technology),ST,Female-Only,1804,1804
IIT Jodhpur,Artificial Intelligence and Data Science (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1597,1828
IIT Jodhpur,Artificial Intelligence and Data Science (4 Years Bachelor of Technology),OBC-NCL,Female-Only,4156,4556
IIT Jodhpur,Artificial Intelligence and Data Science (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,47P,47P
IIT Jodhpur,Artificial Intelligence and Data Science (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,450,628
IIT Jodhpur,Artificial Intelligence and Data Science (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1302,1302
IIT Jodhpur,Artificial Intelligence and Data Science (4 Years Bachelor of Technology),OPEN,Gender-Neutral,3049,4212
IIT Jodhpur,Artificial Intelligence and Data Science (4 Years Bachelor of Technology),OPEN,Female-Only,7277,8705
